# IR, NIR, FIR, IRAS, 2MASS
id type coords center size 
"UGPS J183337.32-050137.1" sym "radec" "18 33 37.329 -05 01 37.20" 200
"RMS G026.4488+01.7425A"   sym "radec" "18 33 21.19 -04 58 05.9" 200
"2MASS J18332120-0458013"  sym "radec" "18 33 21.199 -04 58 01.10" 200
#"IRAS 18307-0507"          sym "radec" "18 33 25.5 -05 04 41" 200
"2MASS J18331934-0458165"  sym "radec" "18 33 19.34 -04 58 16.6" 200
"2MASS J18333383-0510242"  sym "radec" "18 33 33.833 -05 10 24.28" 200
#"IRAS 18309-0504"          sym "radec" "18 33 38.669 -05 02 29.20" 200
#"IRAS 18304-0506"          sym "radec" "18 33 03.748 -05 03 53.66" 200
#"IRAS 18311-0510"          sym "radec" "18 33 49.868 -05 07 52.72" 200
"[G93b] AS 310 NE"         sym "radec" "18 33 21.95 -04 57 48.3" 200
